"Altmetric.Attention.Score","Title","Journal","Journal.ISSNs","Output.Type","Publication.Date","DOI","ISBN","News.mentions","Blog.mentions","Policy.mentions","Twitter.mentions","OA","year","SJR","SJRfac"
1,"Small scale farmers’ vulnerability to climatic changes in southern Benin: the importance of farmers’ perceptions of existing institutions","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2013-05-03","10.1007/s11027-013-9468-9",NA,0,0,0,1,FALSE,2013,0.891,"A"
1,"Impact of Climate Change on the Irrigation Water Requirement in Northern Taiwan","Water (Switzerland)","2073-4441","Article","2014-11-07","10.3390/w6113339",NA,0,0,0,1,TRUE,2014,0.548,"A"
1,"Risk-Averse Economic Optimization in the Adaptation of River Dikes to Climate Change","Water Resources Management","0920-4741, 1573-1650","Article","2014-10-30","10.1007/s11269-014-0814-9",NA,0,0,0,1,FALSE,2014,1.355,"B"
1,"Exploring the efficiency of bias corrections of regional climate model output for the assessment of future crop yields in Europe","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-11-17","10.1007/s10113-013-0557-9",NA,0,0,0,1,FALSE,2013,1.13,"A"
1,"Forests and climate change adaptation policies in Cameroon","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2010-09-15","10.1007/s11027-010-9264-8",NA,0,0,0,1,FALSE,2010,0.891,"A"
1,"Participation, learning and innovation in adaptation to climate change: Development & Climate Days 2013","Climate and Development","1756-5529, 1756-5537","Article","2014-09-30","10.1080/17565529.2014.951020",NA,0,0,0,4,FALSE,2014,0.805,"A"
1,"Will catchment characteristics moderate the projected effects of climate change on flow regimes in the Scottish Highlands?","Hydrological Processes","0885-6087, 1099-1085","Article","2013-01-01","10.1002/hyp.9626",NA,0,0,0,1,FALSE,2013,1.446,"B"
1,"Land use patterns skew sex ratios, decrease genetic diversity and trump the effects of recent climate change in an endangered turtle","Diversity and Distributions","1366-9516, 1472-4642","Article","2014-10-02","10.1111/ddi.12243",NA,0,0,0,1,FALSE,2014,2.651,"C"
1,"Pacific Walrus and climate change: observations and predictions","Ecology and Evolution","2045-7758","Article","2012-08-01","10.1002/ece3.317",NA,0,0,0,3,TRUE,2012,1.579,"B"
1,"Agroecosystem specific climate vulnerability analysis: application of the livelihood vulnerability index to a tropical highland region","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2014-07-04","10.1007/s11027-014-9568-1",NA,0,0,0,1,FALSE,2014,0.891,"A"
1,"Climate change and its impact on birch pollen quantities and the start of the pollen season an example from Switzerland for the period 1969–2006","International Journal of Biometeorology","0020-7128, 1432-1254","Article","2008-05-15","10.1007/s00484-008-0159-2",NA,0,0,0,1,FALSE,2008,0.792,"A"
1,"A study on the impact of climate change on streamflow at the watershed scale in the humid tropics","Hydrological Sciences Journal","0262-6667, 2150-3435","Article","2011-08-01","10.1080/02626667.2011.595371",NA,0,0,0,1,FALSE,2011,0.966,"A"
1,"Comparative sclerochronology of modern and mid-Pliocene (c. 3.5Ma) Aequipecten opercularis (Mollusca, Bivalvia): an insight into past and future climate change in the north-east Atlantic region ","Palaeogeography, Palaeoclimatology, Palaeoecology","0031-0182","Article","2009-01-01","10.1016/j.palaeo.2009.09.022",NA,0,0,0,1,FALSE,2009,1.303,"B"
1,"Elevation?dependent responses of tree mast seeding to climate change over 45 years","Ecology and Evolution","2045-7758","Article","2014-08-28","10.1002/ece3.1210",NA,0,0,0,1,TRUE,2014,1.579,"B"
1,"Weakening density dependence from climate change and agricultural intensification triggers pest outbreaks: a 37?year observation of cotton bollworms","Ecology and Evolution","2045-7758","Article","2014-08-12","10.1002/ece3.1190",NA,0,0,0,1,TRUE,2014,1.579,"B"
1,"Forecasting distributional responses of limber pine to climate change at management-relevant scales in rocky mountain national park.","PLoS ONE","1932-6203","Article","2014-01-07","10.1371/journal.pone.0083163",NA,0,0,0,1,TRUE,2014,1.201,"B"
1,"Equipped to deal with uncertainty in climate and impacts predictions: lessons from internal peer review","Climatic Change","0165-0009, 1573-1480","Article","2014-08-12","10.1007/s10584-014-1213-1",NA,0,0,0,2,FALSE,2014,1.883,"C"
1,"Predicting the performance of an office under climate change: A study of metrics, sensitivity and zonal resolution ","Energy and Buildings","0378-7788","Article","2010-01-01","10.1016/j.enbuild.2010.04.011",NA,0,0,0,1,FALSE,2010,2.093,"C"
1,"Doors are closing on early development in corals facing climate change","Scientific Reports","2045-2322","Article","2014-07-09","10.1038/srep05633",NA,0,0,0,1,TRUE,2014,1.625,"B"
1,"Tropical cyclones in a regional climate change projection with RegCM4 over the CORDEX Central America domain","Climatic Change","0165-0009, 1573-1480","Article","2014-06-18","10.1007/s10584-014-1155-7",NA,0,0,0,3,FALSE,2014,1.883,"C"
1,"Communicating climate change for adaptation in rural communities: a Pacific study","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-02-21","10.1007/s10113-014-0592-1",NA,0,0,0,1,FALSE,2014,1.13,"A"
1,"Diploid hybrid origin of Ostryopsis intermedia (Betulaceae) in the Qinghai?Tibet Plateau triggered by Quaternary climate change","Molecular Ecology","0962-1083, 1365-294X","Article","2014-05-06","10.1111/mec.12783",NA,0,0,0,1,FALSE,2014,3.508,"D"
1,"Learning effects of interactive decision-making processes for climate change adaptation ","Global Environmental Change","0959-3780","Article","2014-07-01","10.1016/j.gloenvcha.2014.04.019",NA,0,0,0,1,FALSE,2014,3.507,"D"
1,"Costs and benefits of adapting spatial planning to climate change: lessons learned from a large-scale urban development project in the Netherlands","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-04-18","10.1007/s10113-013-0447-1",NA,0,0,0,1,FALSE,2013,1.13,"A"
1,"Plant population differentiation and climate change: responses of grassland species along an elevational gradient.","Global Change Biology","1354-1013, 1365-2486","Article","2013-10-13","10.1111/gcb.12403",NA,0,0,0,2,FALSE,2013,4.768,"D"
1,"Hydrological sensitivity of a northern mountain basin to climate change","Hydrological Processes","0885-6087, 1099-1085","Article","2014-06-13","10.1002/hyp.10244",NA,0,0,0,2,FALSE,2014,1.446,"B"
1,"Implications of multi-scale sea level and climate variability for coastal resources","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-02-01","10.1007/s10113-013-0408-8",NA,0,0,0,0,FALSE,2013,1.13,"A"
1,"Climate adaptation in Australia’s resource-extraction industries: ready or not?","Regional Environmental Change","1436-3798, 1436-378X","Article","2014-04-26","10.1007/s10113-014-0618-8",NA,0,0,0,1,FALSE,2014,1.13,"A"
1,"Impact of climate change on the stream flow of the lower Brahmaputra: trends in high and low flows based on discharge-weighted ensemble modelling","Hydrology and Earth System Sciences","1027-5606, 1607-7938","Article","2011-01-01","10.5194/hess-15-1537-2011",NA,0,0,0,1,TRUE,2011,2.216,"C"
1,"Plausible effect of climate model bias on abrupt climate change simulations in Atlantic sector","Deep-Sea Research Part II: Topical Studies in Oceanography","0967-0645, 1879-0100","Article","2011-01-01","10.1016/j.dsr2.2010.10.068",NA,0,0,0,1,FALSE,2011,1.335,"B"
1,"Reducing Livestock Effects on Public Lands in the Western United States as the Climate Changes: A Reply to Svejcar et al","Environmental Management","0364-152X, 1432-1009","Article","2014-04-01","10.1007/s00267-014-0263-5",NA,0,0,0,1,FALSE,2014,0.794,"A"
1,"Climate change and geothermal ecosystems: natural laboratories, sentinel systems, and future refugia","Global Change Biology","1354-1013, 1365-2486","Article","2014-04-11","10.1111/gcb.12602",NA,0,0,0,5,FALSE,2014,4.768,"D"
1,"Will Climate Change Affect Outbreak Patterns of Planthoppers in Bangladesh?","PLoS ONE","1932-6203","Article","2014-03-11","10.1371/journal.pone.0091678",NA,0,0,0,5,TRUE,2014,1.201,"B"
1,"Contrasting effects of climate change along life stages of a dominant tree species: the importance of soilclimate interactions","Diversity and Distributions","1366-9516, 1472-4642","Article","2014-08-25","10.1111/ddi.12193",NA,0,0,0,2,FALSE,2014,2.651,"C"
1,"Culture and climate change: Japanese cherry blossom festivals and stakeholders’ knowledge and attitudes about global climate change","Biological Conservation","0006-3207","Article","2011-01-01","10.1016/j.biocon.2010.09.028",NA,0,0,0,1,FALSE,2011,2.322,"C"
1,"Bringing it all together: researcher dialogue to improve synthesis in regional climate adaptation in South-East Queensland, Australia","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-08-09","10.1007/s10113-013-0517-4",NA,0,0,0,1,FALSE,2013,1.13,"A"
1,"What can ecosystem models tell us about the risk of eutrophication in the North Sea?","Climatic Change","0165-0009, 1573-1480","Article","2014-03-22","10.1007/s10584-014-1071-x",NA,0,0,0,4,FALSE,2014,1.883,"C"
1,"The viticultural system and climate change: coping with long-term trends in temperature and rainfall in Roussillon, France","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-03-28","10.1007/s10113-013-0446-2",NA,0,0,0,1,FALSE,2013,1.13,"A"
1,"Multi-model comparison of the economic and energy implications for China and India in an international climate regime","Mitigation and Adaptation Strategies for Global Change","1381-2386, 1573-1596","Article","2014-02-28","10.1007/s11027-014-9549-4",NA,0,0,0,1,FALSE,2014,0.891,"A"
1,"Are different facets of plant diversity well protected against climate and land cover changes? A test study in the French Alps","Ecography","0906-7590, 1600-0587","Article","2014-02-26","10.1111/ecog.00670",NA,0,0,0,3,FALSE,2014,3.592,"D"
1,"Climate change and hydropower production in the Swiss Alps: quantification of potential impacts and related modelling uncertainties","Hydrology and Earth System Sciences","1027-5606, 1607-7938","Article","2007-01-01","10.5194/hess-11-1191-2007",NA,0,0,0,1,TRUE,2007,2.216,"C"
1,"Climate Change and Macro-Economic Cycles in Pre-Industrial Europe","PLoS ONE","1932-6203","Article","2014-02-07","10.1371/journal.pone.0088155",NA,0,0,0,4,TRUE,2014,1.201,"B"
1,"Summertime land–sea thermal contrast and atmospheric circulation over East Asia in a warming climate—Part I: Past changes and future projections","Climate Dynamics","0930-7575, 1432-0894","Article","2014-02-06","10.1007/s00382-014-2073-0",NA,0,0,0,3,FALSE,2014,3.019,"D"
1,"Triggering transformative change: a development path approach to climate change response in communities","Climate Policy","1469-3062, 1752-7457","Article","2014-01-28","10.1080/14693062.2014.876342",NA,0,0,0,1,FALSE,2014,1.165,"B"
1,"Climate change in the Western Bug river basin and the impact on future hydro-climatic conditions","Environmental Earth Sciences","1866-6280, 1866-6299","Article","2014-01-25","10.1007/s12665-014-3068-1",NA,0,0,0,1,FALSE,2014,0.574,"A"
1,"Vulnerability of Water Systems to the Effects of Climate Change and Urbanization: A Comparison of Phoenix, Arizona and Portland, Oregon (USA)","Environmental Management","0364-152X, 1432-1009","Article","2013-05-22","10.1007/s00267-013-0072-2",NA,0,0,0,1,FALSE,2013,0.794,"A"
1,"Probabilistic impacts of climate change on flood frequency using response surfaces I: England and Wales","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-12-15","10.1007/s10113-013-0563-y",NA,0,0,0,2,FALSE,2013,1.13,"A"
1,"Beyond bioclimatic envelopes: dynamic species' range and abundance modelling in the context of climatic change","Ecography","0906-7590, 1600-0587","Article","2010-01-01","10.1111/j.1600-0587.2009.06023.x",NA,0,0,0,1,FALSE,2010,3.592,"D"
1,"Assessing social vulnerability to climate change in Samoa","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-12-29","10.1007/s10113-013-0570-z",NA,0,0,0,1,FALSE,2013,1.13,"A"
1,"Climate change impacts on hydropower in an alpine catchment ","Environmental Science and Policy","1462-9011, 1873-6416","Article","2013-01-01","10.1016/j.envsci.2013.12.001",NA,0,0,0,2,FALSE,2013,1.656,"B"
1,"Soil microorganisms respond to five years of climate change manipulations and elevated atmospheric CO2 in a temperate heath ecosystem","Plant and Soil","0032-079X, 1573-5036","Article","2013-08-22","10.1007/s11104-013-1855-1",NA,0,0,0,1,FALSE,2013,1.267,"B"
1,"Climate change interactions affect soil carbon dioxide efflux and microbial functioning in a post-harvest forest","Oecologia","0029-8549, 1432-1939","Article","2013-12-21","10.1007/s00442-013-2845-y",NA,0,0,0,1,FALSE,2013,1.72,"B"
1,"Squeezing information from regional climate change projections - results from a synthesis of CMIP5 results for south-east Queensland, Australia","Climatic Change","0165-0009, 1573-1480","Article","2013-10-09","10.1007/s10584-013-0956-4",NA,0,0,0,1,FALSE,2013,1.883,"C"
1,"Hydrological and Water Quality Impact Assessment of a Mediterranean Limno-Reservoir Under Climate Change and Land use Management Scenarios","Journal of Hydrology","0022-1694","Article","2013-12-01","10.1016/j.jhydrol.2013.11.053",NA,0,0,0,1,FALSE,2013,1.745,"C"
1,"Climate adaptation, local institutions, and rural livelihoods: A comparative study of herder communities in Mongolia and Inner Mongolia, China","Global Environmental Change","0959-3780","Article","2013-09-01","10.1016/j.gloenvcha.2013.08.014",NA,0,0,0,1,FALSE,2013,3.507,"D"
1,"Impacts of simulated climate change and fungal symbionts on survival and growth of a foundation species in sand dunes","Oecologia","0029-8549, 1432-1939","Article","2013-06-22","10.1007/s00442-013-2705-9",NA,0,0,0,1,FALSE,2013,1.72,"B"
1,"Bottom-up climate risk assessment of infrastructure investment in the Niger River Basin","Climatic Change","0165-0009, 1573-1480","Article","2013-11-17","10.1007/s10584-013-1008-9",NA,0,0,0,1,FALSE,2013,1.883,"C"
1,"Assessing the robustness of projected precipitation changes over central Africa on the basis of a multitude of global and regional climate projections","Climatic Change","0165-0009, 1573-1480","Article","2013-09-01","10.1007/s10584-013-0863-8",NA,0,0,0,1,FALSE,2013,1.883,"C"
1,"Response of grassland biomass production to simulated climate change and clipping along an elevation gradient","Oecologia","0029-8549, 1432-1939","Article","2013-11-19","10.1007/s00442-013-2833-2",NA,0,0,0,1,FALSE,2013,1.72,"B"
1,"Mainstreaming climate change in regional development policy in Europe: five insights from the 2007–2013 programming period","Regional Environmental Change","1436-3798, 1436-378X","Article","2013-11-09","10.1007/s10113-013-0549-9",NA,0,0,0,3,FALSE,2013,1.13,"A"
1,"Hydrological Response to Climate Change for Gilgel Abay River, in the Lake Tana Basin - Upper Blue Nile Basin of Ethiopia","PLoS ONE","1932-6203","Article","2013-10-24","10.1371/journal.pone.0079296",NA,0,0,0,1,TRUE,2013,1.201,"B"
1,"The glaciers climate change initiative: Methods for creating glacier area, elevation change and velocity products","Remote Sensing of Environment","0034-4257, 1879-0704","Article","2013-10-01","10.1016/j.rse.2013.07.043",NA,0,0,0,1,FALSE,2013,3.073,"D"
1,"Electricity for groundwater use: constraints and opportunities for adaptive response to climate change","Environmental Research Letters","1748-9326","Article","2013-09-01","10.1088/1748-9326/8/3/035005",NA,0,0,0,1,TRUE,2013,2.628,"C"
